id,,regimen,sex,period,ALBUMIN,ALKPHOSPH,SGPTALT,SGOTAST,TOTBILI,BUN,CALCIUM blood,CREAT blood,GAMMAGT,Glycemia,PHOSPH blood,TOTPROT,DIRBILI,SODIUM Sang,POTASSIUM Sang,CHLORIDE Sang,GLOBULINE,AGRATIO,GRAVITY,GLUCOSE,BILI,KETONE,BLOOD,PH,PROT,UROBILI,PTSEC,APTTSEC,WBC,RBC,HGB,HCT,MCV,MCH,MCHC,PLT,ABSNEUT,ABSLYMPH,ABSMONO,ABSEOS,ABSBASO,ABSLUC,NEUT,LYMPH,MONO,EOS,BASO,LUC,CALCIUM,CREAT,UPROT,PHOSPH,SODIUM,POTASSIUM,CHLORIDE,NAKRATIO,CREATCLEARANCE,VOLTOTAL,TERMINALBODYWEIGHT,ADRENAL,HEART,LIVER,TESTIS,BRAIN,KIDNEY,SPLEEN,OVARY
15,15,reference4,M,1,4.2,133,48,114,0.1,12.7,9.9,0.3,0,103,7.8,6.3,0.01,148,4.7,99,2.1,2,1.036,0,0,15,0,6.5,30,0.2,NA,NA,14.8,8.41,16.2,46.4,55.2,19.3,34.9,865,1.34,12.37,0.57,0.18,0.07,0.27,9.1,83.6,3.8,1.2,0.5,1.8,3.3,107.5,85,240.2,32,201.5,44,0.16,0.66,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15,reference4,M,2,4.2,90,53,88,0.2,16.3,10.8,0.5,0.001,197,8.8,6.5,0.001,151,5.8,105,2.3,1.83,1.045,0,0,0.01,0,6.5,30,0.2,11.7,14.3,13.85,7.88,14.5,42,53.3,18.4,34.5,846,2.11,10.3,0.66,0.25,0.16,0.38,15.2,74.3,4.7,1.8,1.2,2.8,8,161.2,103,235.5,44,235,64,0.19,0.29,8,642.3,0.071,2.102,17.346,3.271,2.206,4.558,0.99,NA
16,16,reference4,M,1,4.2,147,28,93,0.1,11.3,9.7,0.3,0,124,8.6,6.3,0.01,146,5.4,98,2.1,2,1.038,0,0,0.01,0,7,30,0.2,NA,NA,14.94,8.6,16,46.5,54,18.6,34.4,993,1.27,12.96,0.26,0.26,0.06,0.13,8.5,86.8,1.7,1.7,0.4,0.9,2.8,139.8,85,187.2,22,208,59,0.11,0.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,reference4,M,2,4.1,83,37,80,0.2,14.7,11.3,0.4,0.001,262,10.3,6.7,0.001,148,6.6,103,2.6,1.58,1.057,0,0,0.01,1,6,30,0.2,12.3,15.4,11.31,8.58,15.2,44.9,52.4,17.7,33.9,929,1.58,8.9,0.34,0.24,0.08,0.17,13.9,78.7,3,2.2,0.7,1.5,7.4,248.8,143,200.2,34,236,84,0.14,0.36,4.5,565.2,0.056,2.044,16.341,3.712,2.3,4.338,1.019,NA
17,17,reference4,M,1,4.2,109,39,115,0.1,11.3,10.2,0.3,0,93,7.6,6.2,0.1,145,4.5,96,2,2.1,1.03,0,0,0,0,7,30,0.2,NA,NA,16.43,9.16,16.6,47.3,51.7,18.2,35.1,899,1.54,13.95,0.3,0.24,0.13,0.27,9.4,84.9,1.8,1.5,0.8,1.6,5.6,91.6,96,164.5,37,163,43,0.23,0.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,17,reference4,M,2,4.5,74,50,107,0.2,13.2,11.2,0.5,0.001,201,8.8,7,0.001,151,5.8,105,2.5,1.8,1.055,0,0,0.01,0,6.5,30,1,12.3,15.9,12.59,9.11,15.7,45.5,50,17.2,34.5,918,2.31,9.3,0.41,0.22,0.12,0.22,18.4,73.9,3.3,1.8,1,1.7,8.6,183.5,176,233.6,65,303.5,127,0.21,0.28,6,581.5,0.084,1.669,15.821,3.52,2.36,4.443,0.905,NA
18,18,reference4,M,1,3.9,183,33,109,0.1,10.8,9.9,0.2,0,105,8.2,5.8,0.1,146,4.7,97,1.9,2.05,1.036,0,0,15,0,6.5,30,0.2,NA,NA,11.76,8.24,16,46.8,56.8,19.5,34.3,1112,1.06,9.97,0.24,0.16,0.04,0.29,9,84.8,2,1.4,0.4,2.4,6.3,124.7,115,141.8,51,174.5,78,0.29,0.81,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,18,reference4,M,2,3.9,107,41,85,0.21,13.9,10.7,0.5,0.001,214,10,6.1,0.001,150,7.7,109,2.2,1.77,1.045,0,0,15,0,7,100,1,12.3,15.8,7.96,8.2,15,45,54.9,18.3,33.3,999,1.68,5.72,0.14,0.15,0.09,0.18,21,71.9,1.8,1.8,1.1,2.3,8.3,187.4,99,143.3,45,228,51,0.2,0.23,5,590.5,0.058,1.746,16.499,3.576,2.303,4.97,1.042,NA
19,19,reference4,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602.3,0.075,2.079,18.041,3.529,2.308,4.446,0.85,NA
20,20,reference4,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.4,0.077,1.609,14.468,3.256,2.339,3.711,0.754,NA
1,1,reference5,F,1,4.8,98,62,148,0.1,17,9.7,0.4,1,110,5.6,6.9,0.01,145,4.3,99,2.1,2.29,1.067,0,0,0,0,6,30,1,NA,NA,3.72,7.74,15,42.4,54.9,19.4,35.4,1058,0.63,2.94,0.07,0.04,0,0.04,16.9,79.1,1.8,1.2,0.1,1,8.4,190.2,79,393.3,105,311,148,0.34,0.29,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,reference5,F,2,6.4,38,131,212,0.2,23.7,12.4,0.7,0.001,188,11,8.9,0.001,147,8,107,2.5,2.56,1.035,0,0,0,0,5.5,0.1,0.2,10.6,15.4,6.2,7.46,14.2,41.6,55.7,19,34.1,905,0.99,4.74,0.25,0.04,0.04,0.15,16,76.4,4,0.6,0.6,2.4,30,100.9,33,333.2,77,162,81,0.48,0.1,2.5,264.8,0.087,1.044,8.892,NA,2.187,2.3,0.514,0.147
2,2,reference5,F,1,4.4,75,26,115,0.2,16.9,9.8,0.3,1,122,5.8,6.5,0.1,146,5.1,99,2.1,2.1,1.031,0,0,0,0,6.5,0.01,0.2,NA,NA,7.05,7.44,13.8,39.2,52.7,18.5,35.1,1045,0.35,6.45,0.09,0.08,0.02,0.06,5,91.5,1.3,1.1,0.3,0.8,6.5,87.4,27,162.9,45,140,53,0.32,0.61,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,reference5,F,2,5.1,42,23,74,0.21,17.8,12.3,0.6,0.001,230,8.9,7.5,0.001,150,7.5,105,2.4,2.12,1.04,0,0,0.01,0,7,30,0.2,11.3,14.8,4.82,7.53,13.6,39.8,52.8,18,34.2,953,0.63,3.86,0.14,0.05,0.04,0.1,13,80.2,2.8,1.1,0.8,2.1,15.5,124.3,37,146,68,179.5,77,0.38,0.25,5,292.1,0.063,1.335,8.707,NA,2.196,2.381,0.563,0.159
3,3,reference5,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.2,0.07,1.17,7.576,NA,2.041,2.258,0.495,0.12
4,4,reference5,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.9,0.074,1.155,8.361,NA,2.023,2.255,0.555,0.129
5,5,reference5,F,1,4.4,82,42,84,0.1,14.5,10.5,0.3,3,129,6.8,6.4,0.01,147,4.6,99,2,2.2,1.036,0,0,0,0,6,30,0.2,NA,NA,9.04,7.41,14.3,40.6,54.7,19.3,35.3,992,1.04,7.36,0.29,0.17,0.02,0.16,11.5,81.4,3.2,1.9,0.2,1.8,16.5,107.2,32,237.7,47,154.5,48,0.3,0.52,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,reference5,F,2,5.3,42,75,107,0.2,18.9,12.8,0.6,0.001,191,9.1,7.6,0.001,150,6.6,103,2.3,2.3,1.032,0,0,0,0,5.5,0,0.2,11.3,11.8,5.62,8.06,14.7,42.7,53,18.3,34.5,956,1.19,3.89,0.26,0.16,0.04,0.09,21.1,69.1,4.6,2.9,0.7,1.6,19.2,97.8,25,186.5,66,129.5,68,0.51,0.25,6.5,299.3,0.081,1.218,8.617,NA,2.086,2.193,0.532,0.14
6,6,reference5,F,1,4.8,89,40,98,0.1,16.6,10.1,0.4,0,91,6.8,7.3,0.1,147,4.6,100,2.5,1.92,1.036,0,0,0,0,6,0.01,0.2,NA,NA,15.45,8.29,15.7,44.6,53.7,18.9,35.2,956,0.68,14.11,0.2,0.23,0.06,0.17,4.4,91.4,1.3,1.5,0.4,1.1,10.1,89.2,32,211,72,139.5,78,0.52,0.39,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,reference5,F,2,5.7,39,88,163,0.2,20.8,11.3,0.6,0.001,157,8.5,7.9,0.1,146,8,103,2.2,2.59,1.055,0,0,0,0,6,30,1,10.9,14.7,7.82,7.51,14,39.6,52.7,18.6,35.3,1002,0.73,6.48,0.24,0.14,0.07,0.17,9.3,82.8,3,1.8,0.9,2.1,21.4,159.6,57,460.5,67,339,101,0.2,0.14,2,272.5,0.075,1.06,8.761,NA,2.021,2.141,0.516,0.133
7,7,reference5,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.5,0.071,1.093,8.028,NA,2.104,2.245,0.456,0.118
8,8,reference5,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.8,0.059,1.029,7.698,NA,2.043,2.259,0.554,0.121
9,9,reference5,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.6,0.076,1.229,10.611,NA,2.104,2.09,0.588,0.171
10,10,reference5,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.7,0.069,1.267,13.312,NA,2.115,2.544,0.756,0.127
11,11,reference5,F,1,4.8,73,44,88,0.1,14.2,11.1,0.3,1,140,6.9,7.2,0.01,147,4.9,100,2.4,2,1.036,0,0,0,0,6.5,0.01,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,96.4,25,209.5,34,184,56,0.18,0.52,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,reference5,F,2,5.4,33,50,74,0.2,19.9,12.1,0.6,0.001,208,8.5,7.3,0.001,148,7.3,104,1.9,2.84,1.048,0,0,0,0,6,30,0.2,11.1,15.6,4.68,8.1,14.6,42.7,52.7,18,34.1,864,0.41,3.9,0.14,0.11,0.02,0.1,8.8,83.2,2.9,2.4,0.5,2.2,12.4,131.1,31,248.4,41,214,70,0.19,0.25,5,310.1,0.063,1.108,7.947,NA,1.963,2.273,0.438,0.128
12,12,reference5,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.1,0.094,1.516,10.415,NA,2.093,2.48,0.631,0.128
13,13,reference5,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.8,0.082,0.998,7.338,NA,1.81,1.98,0.496,0.119
14,14,reference5,F,1,4.4,84,38,80,0.2,19.3,10.7,0.3,1,109,6.9,6.6,0.1,145,4.8,97,2.2,2,1.035,0,0,0,0,6.5,0.01,0.2,NA,NA,10.91,8.13,15.5,44.1,54.2,19,35.1,1126,0.81,9.67,0.16,0.09,0.04,0.14,7.4,88.6,1.5,0.8,0.4,1.3,10.1,89.3,24,168.8,70,137,69,0.51,0.62,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,14,reference5,F,2,5.2,57,38,85,0.2,18.6,12.1,0.6,0.001,185,9.2,7.4,0.001,150,8.5,105,2.2,2.36,1.046,0,0,0.01,0,6.5,30,1,11.8,14.4,5.94,7.88,15.1,44.6,56.6,19.2,33.9,850,0.72,4.92,0.13,0.05,0.03,0.09,12.1,82.8,2.2,0.9,0.5,1.5,23.6,133.3,30,238.5,67,210,56,0.32,0.13,2.5,306.8,0.076,1.076,8.629,NA,2.143,2.461,0.593,0.19
15,15,reference5,F,1,4.9,72,60,115,0.1,16.4,10.1,0.4,1,119,6.9,6.8,0.1,147,4.6,100,1.9,2.58,1.028,0,0,0,0,6.5,0.01,0.2,NA,NA,6.62,8.27,14.8,43.1,52.1,17.9,34.4,910,0.62,5.48,0.23,0.13,0.02,0.14,9.4,82.7,3.5,2,0.3,2.1,5,67.4,24,115,42,89.5,31,0.47,0.49,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15,reference5,F,2,6.1,51,66,121,0.2,23.7,12,0.7,0.001,216,9.8,8.2,0.001,152,8.9,108,2.1,2.9,1.041,0,0,0.01,0,7,30,0.2,11.1,14.7,4.79,8.14,14.5,43.2,53.1,17.8,33.5,877,1,3.27,0.21,0.08,0.06,0.18,20.8,68.1,4.3,1.7,1.3,3.7,7.6,119.3,33,184.7,54,211,47,0.26,0.1,2.5,305.1,0.07,1.146,9.997,NA,2.151,2.359,0.474,0.154
16,16,reference5,F,1,4.8,87,36,116,0.1,16,10.7,0.4,1,99,6.3,7.5,0.01,146,5.4,99,2.7,1.78,1.045,0,0,0,0,6.5,30,0.2,NA,NA,9.06,9.11,16.1,45.4,49.8,17.7,35.6,832,1.83,6.72,0.2,0.17,0.04,0.1,20.2,74.1,2.2,1.9,0.4,1.2,5.9,111,46,320.8,75,165,55,0.45,0.25,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,reference5,F,2,5.4,43,256,401,0.2,18.3,12.6,0.6,0.001,158,11.3,8,0.001,152,8,104,2.6,2.08,1.059,0,0,0,0,6,30,0.2,10.6,15.8,5.29,8.74,15.2,44.4,50.8,17.4,34.2,1049,1.05,3.58,0.37,0.09,0.04,0.17,19.9,67.6,6.9,1.7,0.8,3.2,8.6,166.4,60,293.7,89,289.5,123,0.31,0.16,2.5,306.6,0.055,1.265,9.782,NA,2.244,2.557,0.522,0.141
17,17,reference5,F,1,4.3,100,32,86,0.1,12.1,10.3,0.2,0,103,6.6,6.1,0.01,148,5.1,101,1.8,2.39,1.035,0,0,0,0,6,0,0.2,NA,NA,9.99,8.69,15.6,44.2,50.9,18,35.3,1256,0.42,9.05,0.2,0.15,0.04,0.12,4.2,90.6,2,1.5,0.4,1.2,6.6,95.9,29,211.1,76,109.5,107,0.69,0.48,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,17,reference5,F,2,4.8,62,32,83,0.2,15.2,10.6,0.6,0.001,122,8.7,7.1,0.001,154,7.1,107,2.3,2.09,1.03,0,0,0,0,6,0,0.2,10.9,15.1,6.32,8.64,15.6,44.8,51.9,18.1,34.9,1086,0.53,5.47,0.12,0.07,0.05,0.08,8.3,86.6,1.9,1.2,0.7,1.3,9.8,95.5,23,152.9,51,102.5,51,0.5,0.23,5.5,275.4,0.067,1.12,7.496,NA,1.972,2.142,0.56,0.139
18,18,reference5,F,1,4.7,74,28,68,0.1,16,10.2,0.3,0,130,5.8,6.3,0.01,147,4.4,100,1.6,2.94,1.03,0,0,0,0,7,0,0.2,NA,NA,7.68,7.63,13.8,39.8,52.1,18.1,34.7,1015,1.18,5.92,0.26,0.18,0.02,0.12,15.3,77.2,3.4,2.3,0.2,1.6,8.6,72.9,19,152.2,52,141,86,0.37,0.58,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,18,reference5,F,2,5.8,56,32,73,0.2,19.3,11.2,0.6,0.001,144,9.9,7.7,0.001,157,7.9,109,1.9,3.05,NA,NA,NA,NA,NA,NA,NA,NA,10.9,10.6,8.83,8.35,15.3,44.6,53.4,18.3,34.2,993,2.07,6.05,0.27,0.21,0.07,0.17,23.4,68.6,3,2.3,0.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.6,0.061,1.088,7.872,NA,2.208,2.154,0.537,0.126
19,19,reference5,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.8,0.072,1.101,9.819,NA,2.008,2.374,0.762,0.118
20,20,reference5,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.7,0.075,1.144,8.806,NA,2.115,2.235,0.657,0.159
1,1,reference5,M,1,4.2,192,36,114,0.2,15.6,9.7,0.3,0,105,8.2,6.4,0.01,150,5.3,99,2.2,1.91,1.043,0,0,0.01,1,7,100,0.2,NA,NA,10.66,8.55,16.4,46.8,54.8,19.2,35,964,1.01,8.88,0.39,0.14,0.06,0.18,9.5,83.3,3.6,1.3,0.5,1.7,2.8,164.4,102,218.7,46,253,84,0.18,0.54,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,reference5,M,2,4.4,110,47,92,0.2,16.7,10.9,0.5,0.001,185,10.3,6.8,0.001,146,6.6,100,2.4,1.83,1.045,0,0,0.01,0,7,100,0.2,11.3,15.8,8.53,8.6,15.2,43.8,50.9,17.6,34.6,1108,1.25,6.5,0.44,0.18,0.04,0.11,14.7,76.3,5.1,2.2,0.5,1.3,5.2,182.9,82,160.9,64,250.5,102,0.26,0.27,5.5,539.8,0.064,1.994,15.148,3.425,2.23,4.232,0.835,NA
2,2,reference5,M,1,4.3,151,39,124,0.1,11.9,9.9,0.2,0,110,7.9,6.4,0.1,149,5,99,2.1,2.05,1.036,0,0,0.01,0,6.5,100,0.2,NA,NA,12.1,8.82,15.9,45.8,51.9,18,34.7,994,1.09,10.48,0.28,0.09,0.04,0.12,9,86.6,2.3,0.8,0.3,1,2.7,119.2,112,263.9,23,215,49,0.11,0.54,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,reference5,M,2,4.3,102,39,82,0.2,14.1,11.1,0.5,0.001,201,10.5,6.5,0.1,147,6.4,99,2.2,1.95,1.065,0,0,0.01,0,6,100,1,12.4,15.6,11.68,8.71,14.7,43,49.4,16.9,34.1,945,1.33,9.74,0.25,0.09,0.09,0.19,11.4,83.3,2.2,0.8,0.8,1.6,9,210,194,261.5,71,286,105,0.25,0.18,3,503.2,0.051,1.571,13.639,3.634,2.264,4.299,0.832,NA
3,3,reference5,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521.2,0.055,1.682,15.529,3.462,2.271,4.194,0.779,NA
4,4,reference5,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.2,0.072,1.708,16.176,3.651,2.274,4.1,1.087,NA
5,5,reference5,M,1,4.3,159,41,108,0.2,17,10.3,0.3,0,103,7.4,6.5,0.1,145,4.8,97,2.2,1.95,1.033,0,0,0.01,0,7,30,0.2,NA,NA,11.81,8.83,16.3,47.1,53.3,18.5,34.7,741,1.64,9.47,0.36,0.17,0.06,0.1,13.9,80.2,3.1,1.4,0.5,0.8,3.2,103.4,89,160.5,39,178.5,62,0.22,0.64,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,reference5,M,2,4.6,82,57,94,0.2,19.2,12.2,0.6,0.001,256,13.7,7.1,0.1,149,9.3,100,2.5,1.84,1.045,0,0,0,0,6.5,30,0.2,11.7,10.6,6.03,9,15.5,46.7,51.9,17.3,33.3,871,0.66,4.79,0.36,0.09,0.04,0.08,11,79.4,6,1.6,0.6,1.4,3.3,180.5,110,210.7,43,181,61,0.24,0.22,5.5,542.1,0.08,1.704,14.764,3.676,2.123,3.915,0.773,NA
6,6,reference5,M,1,4.3,144,34,100,0.1,10.8,10.3,0.4,1,99,7.7,6.3,0.1,147,5,99,2,2.15,1.034,0,0,0.01,0,7,30,0.2,NA,NA,16.84,8.57,16.1,46.9,54.7,18.7,34.3,1263,1.75,14.36,0.34,0.15,0.09,0.16,10.4,85.2,2,0.9,0.5,0.9,2.6,125.9,77,279.6,22,234.5,44,0.09,0.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,reference5,M,2,4.8,90,51,97,0.2,19.5,12.9,0.6,0.001,235,16.3,7.3,0.1,155,8.8,106,2.5,1.92,1.054,0,0,0.01,0,6,30,0.2,12.3,15.1,11.44,9.1,16.1,47.5,52.2,17.6,33.8,1185,1.57,9.34,0.2,0.07,0.07,0.19,13.8,81.6,1.7,0.6,0.6,1.7,7.7,223.4,134,249.1,33,251,74,0.13,0.24,5,549.4,0.069,2.139,14.666,3.765,2.286,4.164,0.69,NA
7,7,reference5,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.6,0.062,1.976,13.143,3.359,2.168,3.706,0.836,NA
8,8,reference5,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.4,0.06,1.693,14.525,3.282,2.287,3.858,0.717,NA
9,9,reference5,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.5,0.06,1.774,15.573,3.665,2.258,4.722,0.869,NA
10,10,reference5,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.8,0.047,2.055,15.186,3.275,2.217,3.876,0.72,NA
11,11,reference5,M,1,4.1,190,32,104,0.2,13.1,9.6,0.3,0,103,7.7,6.2,0.1,145,4.7,96,2.1,1.95,1.058,0,0,0.01,2,6.5,100,1,NA,NA,12.34,8.56,16.3,47.4,55.3,19,34.4,983,0.99,10.36,0.41,0.19,0.04,0.35,8,84,3.3,1.5,0.4,2.8,4.3,203.4,124,348.1,43,325.5,70,0.13,0.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,reference5,M,2,4.5,95,32,72,0.21,16.7,11,0.6,0.001,211,10.1,7.3,0.001,161,7.3,108,2.8,1.61,1.055,0,0,0.01,0,6.5,30,0.2,12.1,16,8.91,8.76,15.5,46.4,53,17.7,33.4,915,0.95,7.12,0.29,0.15,0.1,0.3,10.7,79.9,3.3,1.6,1.1,3.4,3.8,218,191,219.7,61,276.5,100,0.22,0.3,6.5,557.7,0.085,2.167,14.313,3.912,2.285,4.348,0.791,NA
12,12,reference5,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102,1.736,15.833,3.322,2.25,4.554,0.934,NA
13,13,reference5,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593,0.061,1.854,18.977,4.021,2.367,4.341,0.873,NA
